date,% Iron Feed,% Silica Feed,Starch Flow,Amina Flow,Ore Pulp Flow,Ore Pulp pH,Ore Pulp Density,Flotation Column 01 Air Flow,Flotation Column 02 Air Flow,Flotation Column 03 Air Flow,Flotation Column 04 Air Flow,Flotation Column 05 Air Flow,Flotation Column 06 Air Flow,Flotation Column 07 Air Flow,Flotation Column 01 Level,Flotation Column 02 Level,Flotation Column 03 Level,Flotation Column 04 Level,Flotation Column 05 Level,Flotation Column 06 Level,Flotation Column 07 Level,% Iron Concentrate,% Silica Concentrate
2017-03-10 22:00:00,"55,99","17,16","1554,8510526316","436,401","402,51","10,0508","1,73","247,742","252,576","250,225","295,096","306,4","250,269","251,521","546,884","542,163","541,818","399,374","384,008","427,6","438,865","67,16","1,16"
2017-03-10 22:00:00,"55,99","17,16","1840,8602631579","442,932","396,182","10,0497","1,73","248,225","246,907","249,873","295,096","306,4","250,269","250,422","553,29","545,453","543,708","293,592","355,089","445,641","427,118","67,16","1,16"
2017-03-10 22:00:00,"55,99","17,16","2126,8694736842","445,374","402,363","10,0485","1,73","248,291","248,093","250,225","295,096","306,4","250,269","250,071","540,077","548,567","561,834","211,05","329,694","474,202","426,95","67,16","1,16"
2017-03-10 22:00:00,"55,99","17,16","2412,8786842105","431,824","397,852","10,0473","1,73","248,093","249,873","250,466","295,096","306,4","249,873","250,049","552,939","539,67","567,718","212,1097777778","320,716","454,49","412,66","67,16","1,16"
2017-03-10 22:00:00,"55,99","17,16","2698,8878947369","444,58","405,703","10,0461","1,73062","248,071","251,235","250,686","295,096","306,4","250,422","251,631","554,091","543,753","554,065","213,1695555556","304,637","433,826","372,324","67,16","1,16"
2017-03-10 22:00:00,"55,99","17,16","2984,8971052632","442,322","398,73","10,0449","1,73131","248,269","246,819","250,313","295,096","306,4","249,895","250,027","554,491","547,884","553,958","214,2293333333","290,537","434,33","331,768","67,16","1,16"
2017-03-10 22:00:00,"55,99","17,16","3270,9063157895","438,049","392,314","10,0438","1,732","248,884","252,642","250,071","295,096","306,4","249,829","249,434","543,28","544,203","552,176","215,2891111111","293,129","407,385","322,277","67,16","1,16"
2017-03-10 22:00:00,"55,99","17,16","3556,9155263158","439,819","397,5","10,0426","1,73269","248,555","248,994","250,444","295,096","306,4","250,225","249,983","546,083","543,75","549,53","216,3488888889","294,065","409,904","329,122","67,16","1,16"
2017-03-10 22:00:00,"55,99","17,16","3842,9247368421","438,416","399,727","10,0414","1,73337","248,511","250,488","250,884","295,096","306,4","250,269","251,235","550,137","552,417","547,316","217,4086666667","310,968","429,177","339,886","67,16","1,16"
2017-03-10 22:00:00,"55,99","17,16","4128,9339473684","441,528","403,857","10,0402","1,73406","247,917","253,477","250,73","295,096","306,4","250,071","249,192","550,988","553,893","550,502","218,4684444444","350,514","453,93","369,79","67,16","1,16"
