date,% Iron Feed,% Silica Feed,Starch Flow,Amina Flow,Ore Pulp Flow,Ore Pulp pH,Ore Pulp Density,Flotation Column 01 Air Flow,Flotation Column 02 Air Flow,Flotation Column 03 Air Flow,Flotation Column 04 Air Flow,Flotation Column 05 Air Flow,Flotation Column 06 Air Flow,Flotation Column 07 Air Flow,Flotation Column 01 Level,Flotation Column 02 Level,Flotation Column 03 Level,Flotation Column 04 Level,Flotation Column 05 Level,Flotation Column 06 Level,Flotation Column 07 Level,% Iron Concentrate,% Silica Concentrate
2017-03-10 17:00:00,"55,99","17,16","5020,31","576,172","392,285","10,4419","1,78386","247,896","250,005","249,038","295,096","306,4","250,269","249,917","558,545","554,172","553,04","535,7","533,71","518,05","503,974","66,3","1,96"
2017-03-10 17:00:00,"55,99","17,16","5027,34","571,533","386,66","10,4419","1,78352","247,852","246,577","249,521","295,096","306,4","250,093","249,829","558,145","555,754","554,336","550,392","547,366","572,266","526,704","66,3","1,96"
2017-03-10 17:00:00,"55,99","17,16","5118,65","564,697","403,242","10,4419","1,78317","248,203","247,588","250,664","295,096","306,4","250,4","250,356","564,05","549,296","550,34","555,626","538,004","606,988","557,938","66,3","1,96"
2017-03-10 17:00:00,"55,99","17,16","5234,38","563,354","407,813","10,4419","1,78283","248,291","248,071","250,928","295,096","306,4","250,488","250,488","565,552","547,71","549,26","555,86","534,81","612,7","564,45","66,3","1,96"
2017-03-10 17:00:00,"55,99","17,16","5281,84","573,608","394,922","10,4419","1,78248","248,115","250,708","251,631","295,096","306,4","250,137","250,137","559,146","548,622","550,988","547,108","537,01","585,372","555,178","66,3","1,96"
2017-03-10 17:00:00,"55,99","17,16","5247,27","577,637","406,699","10,4409","1,78214","248,071","252,598","251,104","295,096","306,4","249,521","250,049","554,741","543,41","542,356","547,736","544,168","544,492","541,388","66,3","1,96"
2017-03-10 17:00:00,"55,99","17,16","5102,44","576,538","396,855","10,4396","1,78179","248,247","252,202","251,279","295,096","306,4","249,917","250,049","541,628","537,522","543,978","543,752","541,86","532,396","546,904","66,3","1,96"
2017-03-10 17:00:00,"55,99","17,16","4971,88","578,613","409,16","10,4383","1,78145","249,346","252,729","251,367","295,096","306,4","250,4","250,049","544,131","550,438","547,534","541,332","556,734","559,276","550,768","66,3","1,96"
2017-03-10 17:00:00,"55,99","17,16","4815,33","588,501","403,008","10,437","1,7811","250,313","247,104","251,895","295,096","306,4","250,313","250,049","552,339","553,95","542,14","547,58","560,7","576,524","579,898","66,3","1,96"
2017-03-10 17:00:00,"55,99","17,16","4636,62","573,73","407,754","10,4357","1,78076","251,191","241,611","249,214","295,096","306,4","249,917","250,049","556,843","553,494","550,126","569,844","560,7","565,212","591,046","66,3","1,96"
2017-03-10 17:00:00,"55,99","17,16","4660,84","582,153","406,289","10,4344","1,78041","251,719","252,378","247,28","295,096","306,4","250,005","250,225","539,126","547,036","556,388","561,872","554,084","528,132","554,96","66,3","1,96"
2017-03-10 17:00:00,"55,99","17,16","4605,18","582,397","402,656","10,4331","1,78007","252,51","249,521","247,324","295,096","306,4","250,049","249,917","534,521","543,634","556,496","542,654","559,046","529,594","528,914","66,3","1,96"
2017-03-10 17:00:00,"55,99","17,16","4450,98","579,224","402,422","10,4318","1,77945","253,037","251,587","250,049","295,096","306,4","250,049","249,829","547,334","555,868","564,048","549,606","560,7","574,172","545,912","66,3","1,96"
2017-03-10 17:00:00,"55,99","17,16","4447,36","584,473","400,898","10,4305","1,77876","253,125","250,356","250,884","295,096","306,4","250,049","249,829","556,943","556,776","555,198","557,34","543,508","620,548","587,402","66,3","1,96"
2017-03-10 17:00:00,"55,99","17,16","4416,31","582,031","402,363","10,4292","1,77807","253,301","247,544","251,631","295,096","306,4","249,873","250,181","552,139","559,386","553,364","553,59","546,266","570,366","544,802","66,3","1,96"
2017-03-10 17:00:00,"55,99","17,16","4451,66","572,684","402,162","10,4279","1,77738","253,345","254,506","251,137","295,096","306,4","250,164","250,269","556,787","548,523","547,828","554,725","548,03","526,559","505,406","66,3","1,96"
2017-03-10 17:00:00,"55,99","17,16","4482,23","571,899","407,007","10,4266","1,7767","253,674","252,246","249,774","295,096","306,4","250,104","249,939","564,6","536,383","539,145","551,953","554,638","568,737","533,963","66,3","1,96"
2017-03-10 17:00:00,"55,99","17,16","4421,58","576,63","396,387","10,4253","1,77601","253,949","253,839","248,73","295,096","306,4","250,049","249,829","557,169","540,352","542,52","551,95","555,19","611,86","572,31","66,3","1,96"
2017-03-10 17:00:00,"55,99","17,16","4436,72","579,376","400,635","10,424","1,77532","253,674","252,411","248,511","295,096","306,4","250,049","250,159","539,401","550,263","550,073","566,11","557,94","572,66","540,86","66,3","1,96"
2017-03-10 17:00:00,"55,99","17,16","4559,28","575,714","404,736","10,4227","1,77463","253,729","247,797","249,829","295,096","306,4","250,049","250,269","537,9","551,535","553,58","564,55","566,893","529,392","512,585","66,3","1,96"
2017-03-10 17:00:00,"55,99","17,16","4731,15","566,101","406,714","10,4214","1,77394","253,455","248,016","250,763","295,096","306,4","250,049","249,939","535,648","551,11","543,193","537,6","563,315","551,378","532,858","66,3","1,96"
2017-03-10 17:00:00,"55,99","17,16","4845,8","573,883","401,074","10,4202","1,77325","253,345","249,994","250,598","295,096","306,4","249,884","250,159","546,533","555,363","544,807","537,205","560,005","593,24","580,172","66,3","1,96"
2017-03-10 17:00:00,"55,99","17,16","4934,38","572,815","410,01","10,4189","1,77256","253,674","249,664","250,653","295,096","306,4","249,829","250,269","556,543","556,353","536,855","539,255","560,422","623,068","625,42","66,3","1,96"
2017-03-10 17:00:00,"55,99","17,16","4983,79","574,493","409,937","10,4176","1,77188","253,455","249,06","250,543","295,096","306,4","250,159","249,939","560,797","556,638","545,35","545,51","548,302","582,463","580,313","66,3","1,96"
2017-03-10 17:00:00,"55,99","17,16","5076,56","564,117","398,804","10,4163","1,77119","252,85","246,808","250,323","295,096","306,4","249,939","250,159","555,542","550,405","552,095","545,02","543,345","535,693","529,41","66,3","1,96"
2017-03-10 17:00:00,"55,99","17,16","5071,88","562,592","407,373","10,415","1,7705","252,026","252,026","250,433","295,096","306,4","250,323","250,104","547,534","550,83","563,158","537,698","546,378","540,037","519,895","66,3","1,96"
2017-03-10 17:00:00,"55,99","17,16","5033,5","574,341","415,503","10,4137","1,76981","251,147","252,191","250,818","295,096","306,4","250,323","249,884","542,905","544,458","553,172","559,28","549,955","575,18","538,932","66,3","1,96"
2017-03-10 17:00:00,"55,99","17,16","4987,5","560,608","403,491","10,4124","1,76912","250,928","250,104","250,598","295,096","306,4","250,269","249,994","536,023","542,05","541,032","562,795","561,52","577,7","548,035","66,3","1,96"
2017-03-10 17:00:00,"55,99","17,16","4980,47","563,507","404,736","10,4111","1,76843","250,269","250,104","250,818","295,096","306,4","250,433","250,214","543,405","541,622","559,11","551,078","551,885","544,1","540,72","66,3","1,96"
2017-03-10 17:00:00,"55,99","17,16","4955,57","569,153","398,291","10,4098","1,76775","250,378","251,917","250,433","295,096","306,4","249,994","249,939","552,164","552,955","551,02","533,005","547,48","533,74","540,443","66,3","1,96"
2017-03-10 17:00:00,"55,99","17,16","5027,54","570,068","395,508","10,4085","1,76706","250,488","252,466","250,269","295,096","306,4","249,829","249,829","554,041","556,78","546,03","528,12","547,48","533,74","541,27","66,3","1,96"
2017-03-10 17:00:00,"55,99","17,16","5095,8","576,935","387,378","10,4072","1,76637","250,323","252,466","248,95","295,096","306,4","249,829","249,994","560,046","549,13","545,22","546,87","547,893","570,28","570,243","66,3","1,96"
2017-03-10 17:00:00,"55,99","17,16","5143,65","553,589","391,699","10,4059","1,76568","250,433","255,103","248,181","295,096","306,4","249,664","250,214","559,045","550,833","551,017","552,535","547,617","597,58","595,62","66,3","1,96"
2017-03-10 17:00:00,"55,99","17,16","5201,86","555,115","397,559","10,4046","1,76499","250,159","252,85","248,236","295,096","306,4","249,445","249,939","557,669","559,893","556,28","547,36","540,453","546,76","539,615","66,3","1,96"
2017-03-10 17:00:00,"55,99","17,16","5181,05","565,338","396,533","10,4024","1,7643","250,049","251,477","248,126","295,096","306,4","249,39","250,159","557,919","557,768","554,93","549,802","539,768","531,5","522,103","66,3","1,96"
2017-03-10 17:00:00,"55,99","17,16","5175,78","559,387","398,218","10,3999","1,76361","249,884","248,73","250,214","295,096","306,4","249,719","250,269","549,411","569,807","551,69","564,355","543,208","558,66","521,825","66,3","1,96"
2017-03-10 17:00:00,"55,99","17,16","5204,24","560,76","402,1","10,3974","1,76293","250,159","243,896","251,422","295,096","306,4","250,159","250,269","548,035","563,292","546,838","564,063","553,26","570,7","520,172","66,3","1,96"
2017-03-10 17:00:00,"55,99","17,16",5250,"560,303","398,291","10,3949","1,76224","249,774","250,818","251,422","295,096","306,4","250,104","250,269","540,277","556,633","539,01","542,872","563,723","554,18","520,172","66,3","1,96"
2017-03-10 17:00:00,"55,99","17,16","5237,89","556,488","400,195","10,3924","1,76155","249,115","251,587","250,873","295,096","306,4","250,214","250,104","553,29","552,242","540,09","550,685","564,138","552,5","548,038","66,3","1,96"
2017-03-10 17:00:00,"55,99","17,16","5194,92","553,589","408,618","10,3899","1,76086","248,621","252,246","251,697","295,096","306,4","250,269","249,884","564,551","571,503","536,715","554,885","554,36","590,86","607,35","66,3","1,96"
2017-03-10 17:00:00,"55,99","17,16","5113,67","560,76","397,852","10,3874","1,76017","249,5","249,39","250,049","295,096","306,4","250,269","249,829","560,547","559,182","545,753","545,608","549,268","584,7","608,725","66,3","1,96"
2017-03-10 17:00:00,"55,99","17,16","5050,39","556,488","393,237","10,3849","1,76","249,829","245,654","249,06","295,096","306,4","250,269","249,829","548,785","548,985","552,5","539,355","564,278","531,492","546,102","66,3","1,96"
2017-03-10 17:00:00,"55,99","17,16","5064,06","556,03","401,074","10,3824","1,76","249,5","243,127","247,632","295,096","306,4","250,269","249,994","537,274","529,875","552,77","555,275","568,685","525,898","520,307","66,3","1,96"
