date,% Iron Feed,% Silica Feed,Starch Flow,Amina Flow,Ore Pulp Flow,Ore Pulp pH,Ore Pulp Density,Flotation Column 01 Air Flow,Flotation Column 02 Air Flow,Flotation Column 03 Air Flow,Flotation Column 04 Air Flow,Flotation Column 05 Air Flow,Flotation Column 06 Air Flow,Flotation Column 07 Air Flow,Flotation Column 01 Level,Flotation Column 02 Level,Flotation Column 03 Level,Flotation Column 04 Level,Flotation Column 05 Level,Flotation Column 06 Level,Flotation Column 07 Level,% Iron Concentrate,% Silica Concentrate
2017-03-11 02:00:00,"60,66","8,25","3253,91","355,957","395,259","10,3577","1,75","247,137","247,566","250,302","295,096","306,4","248,763","251,246","565,677","565,671","564,746","524,222","492,285","556,98","521,878","66,4","2,5"
2017-03-11 02:00:00,"60,66","8,25","3251,95","359,924","396,255","10,3561","1,75","247,972","251,125","250,356","295,096","306,4","249,148","248,632","562,799","564,71","574,7","494,203","509,583","542,448","539,342","66,4","2,5"
2017-03-11 02:00:00,"60,66","8,25","3244,14","358,612","401,191","10,3544","1,75","247,412","251,422","249,675","295,096","306,4","250,17","251,279","556,143","563,776","580,85","473,906","523,269","543,792","536,306","66,4","2,5"
2017-03-11 02:00:00,"60,66","8,25","3242,97","357,88","403,594","10,3529","1,75","247,445","247,181","250,313","295,096","306,4","249,807","249,016","541,478","557,629","561,454","471,561","527,375","560,676","544,862","66,4","2,5"
2017-03-11 02:00:00,"60,66","8,25","3241,02",362,"395,112","10,3518","1,75","247,928","250,269","251,807","295,096","306,4","250,862","252,565","534,847","550,857","561,185","486,602","530,151","563,896","539,673","66,4","2,5"
2017-03-11 02:00:00,"60,66","8,25","3251,95","358,429","398,555","10,3507","1,75","249,84","253,444","251,312","295,096","306,4","250,422","249,587","532,82","536,901","546,995","521,073","522,033","544,212","537,025","66,4","2,5"
2017-03-11 02:00:00,"60,66","8,25","3242,97","357,391","400,518","10,3497","1,75","250,983","249,049","248,379","295,096","306,4","249,95","250,609","543,63","523,589","532,864","540,879","537,754","544,352","534,734","66,4","2,5"
2017-03-11 02:00:00,"60,66","8,25","3211,33","364,014","391,699","10,3486","1,75","249,95","243,523","247,566","295,096","306,4","249,39","249,884","549,361","542,109","527,382","584,458","540,978","552,472","519,512","66,4","2,5"
2017-03-11 02:00:00,"60,66","8,25","3229,3","353,943","405,19","10,3476","1,75","249,39","250,774","247,621","295,096","306,4","249,489","249,049","560,146","550,974","540,682","542,758","537,508","562,832","537,935","66,4","2,5"
2017-03-11 02:00:00,"60,66","8,25","3233,98","367,157","397,983","10,3465","1,75","249,489","248,566","250,082","295,096","306,4","249,983","250,005","546,533","564,369","554,338","517,015","550,424","558,912","545,272","66,4","2,5"
2017-03-11 02:00:00,"60,66","8,25","3242,19","364,777","402,788","10,3454","1,75","249,785","254,344","250,269","295,096","306,4","249,642","251,818","547,284","569,776","542,682","515,551","555,383","554,74","553,882","66,4","2,5"
2017-03-11 02:00:00,"60,66","8,25","3248,05","360,382","398,833","10,3444","1,75","248,456","250,609","250,302","295,096","306,4","249,763","249,423","550,637","556,356","541,276","517,168","560,004","547,964","564,115","66,4","2,5"
2017-03-11 02:00:00,"60,66","8,25","3240,23","361,938","406,055","10,3433","1,75","249,39","253,784","250,488","295,096","306,4","249,39","249,609","545,532","553,95","554,12","541,41","562,35","536,54","571,62","66,4","2,5"
2017-03-11 02:00:00,"60,66","8,25","3238,28","362,671","404,604","10,3423","1,75","249,818","253,685","250,818","295,096","306,4","249,653","250,137","544,481","554,203","553,472","545,745","561,193","537,464","571,206","66,4","2,5"
2017-03-11 02:00:00,"60,66","8,25","3228,91","366,638","396,343","10,3412","1,75","252,378","252,565","252,356","295,096","306,4","250,983","252,301","538,525","554,622","550,61","565,33","552,161","543,54","565,549","66,4","2,5"
2017-03-11 02:00:00,"60,66","8,25","3222,66","364,685","395,566","10,3401","1,75","253,257","249,027","250,389","295,096","306,4","250,115","248,39","537,775","547,32","555,2","537,755","539,184","548,216","547,453","66,4","2,5"
2017-03-11 02:00:00,"60,66","8,25","3221,88","360,046","394,688","10,3391","1,75","253,872","247,566","249,697","295,096","306,4","250,323","252,191","536,073","539,67","557,224","540,531","540,892","550,764","551,458","66,4","2,5"
2017-03-11 02:00:00,"60,66","8,25","3218,36","364,899","405,718","10,338","1,75","253,257","251,29","248,752","295,096","306,4","249,489","249,258","555,417","546,809","566,667","534,964","516,906","566,64","552,943","66,4","2,5"
2017-03-11 02:00:00,"60,66","8,25","3216,41","373,383","400,62","10,337","1,75","253,872","252,521","248,06","295,096","306,4","250,016","248,807","581,718","555,445","558,275","527,481","525,886","557,148","554,155","66,4","2,5"
2017-03-11 02:00:00,"60,66","8,25","3212,89","364,96","401,323","10,3359","1,75","253,026","248,445","250,389","295,096","306,4","249,829","250,06","570,607","559,381","573,111","502,854","548,329","542,728","556,724","66,4","2,5"
2017-03-11 02:00:00,"60,66","8,25","3208,2","361,237","400,503","10,3348","1,75","252,762","251,609","250,093","295,096","306,4","250,06","247,863","549,761","551,255","558,44","500,914","540,7","538,136","548,582","66,4","2,5"
2017-03-11 02:00:00,"60,66","8,25","3220,31","361,633","397,749","10,3338","1,75","254,443","250,258","251,818","295,096","306,4","251,235","249,5","541,929","546,555","556,336","526,232","556,507","547,18","552,144","66,4","2,5"
2017-03-11 02:00:00,"60,66","8,25","3217,97","365,173","400,884","10,3327","1,75","254,213","248,522","252,433","295,096","306,4","250,323","250,873","541,003","534,57","542,952","542,947","545,684","549,028","532,615","66,4","2,5"
2017-03-11 02:00:00,"60,66","8,25","3215,63","357,483","403,696","10,3317","1,75","252,609","245,962","248,346","295,096","306,4","249,456","248,632","554,291","541,115","533,153","564,183","547,121","558,828","532,722","66,4","2,5"
2017-03-11 02:00:00,"60,66","8,25","3215,77","367,371","406,934","10,3306","1,75","250,829","245,775","247,643","295,096","306,4","249,664","251,938","549,511","546,979","526,464","586,468","542,135","554,516","531,59","66,4","2,5"
2017-03-11 02:00:00,"60,66","8,25","3202,83","369,934","406,143","10,3295","1,75","250,104","249,148","249,049","295,096","306,4","248,698","251,499","546,533","556,066","539,305","598,082","542,078","551,996","551,511","66,4","2,5"
2017-03-11 02:00:00,"60,66","8,25","3201,17","366,18","402,407","10,3285","1,75","249,137","250,697","249,642","295,096","306,4","248,577","244,973","547,659","558,48","547,424","609,078","536,048","553,396","550,596","66,4","2,5"
2017-03-11 02:00:00,"60,66","8,25","3200,59","362,64","405,762","10,3274","1,75","248,785","252,433","249,895","295,096","306,4","249,148","246,522","556,068","559,924","549,989","603,787","534,205","549,616","553,99","66,4","2,5"
2017-03-11 02:00:00,"60,66","8,25","3199,02","363,342","400,693","10,3263","1,75","247,819","248,939","250,367","295,096","306,4","249,972","248,818","563,725","567,345","554,768","582,029","537,175","546,06","557,445","66,4","2,5"
2017-03-11 02:00:00,"60,66","8,25","3210,45","363,007","399,888","10,3253","1,75","247,698","251,499","251,191","295,096","306,4","248,588","248,17","540,978","563,01","557,873","579,315","539,019","555,244","558,38","66,4","2,5"
2017-03-11 02:00:00,"60,66","8,25","3205,27","356,689","397,09","10,3242","1,75","248,203","253,07","252,356","295,096","306,4","250,269","248,961","535,022","558,846","553,365","604,548","544,914","553,34","557,966","66,4","2,5"
2017-03-11 02:00:00,"60,66","8,25","3125,39","364,441","392,52","10,3232","1,75","248,884","256,553","250,422","295,096","306,4","250,17","249,906","534,947","533,211","544,815","619,899","545,908","550,316","552,227","66,4","2,5"
2017-03-11 02:00:00,"60,66","8,25","3107,23","361,877","400,093","10,3221","1,75","248,379","249,763","249,785","295,096","306,4","249,51","248,807","536,323","521,66","539,305","609,591","528,31","534,944","535,565","66,4","2,5"
2017-03-11 02:00:00,"60,66","8,25","3117,48","364,166","396,665","10,3208","1,75","247,698","249,192","248,159","295,096","306,4","249,247","253,96","549,461","525,738","549,448","599,841","533,868","546,788","551,756","66,4","2,5"
2017-03-11 02:00:00,"60,66","8,25","3125,59","358,673","390,688","10,3195","1,75","248,005","249,126","247,775","295,096","306,4","250,664","251,708","565,602","551,568","562,912","585,723","541,113","557,176","563,788","66,4","2,5"
2017-03-11 02:00:00,"60,66","8,25","3165,04","354,919","395,229","10,3182","1,75","247,632","254,312","249,895","295,096","306,4","249,203","247,313","561,248","567,904","563,749","568,107","527,177","555,692","579,121","66,4","2,5"
2017-03-11 02:00:00,"60,66","8,25","3181,64","360,474","395,83","10,3169","1,75","247,533","250,983","250,269","295,096","306,4","249,521","246,819","549,611","571,076","563,29","536,894","544,966","549,476","581,249","66,4","2,5"
2017-03-11 02:00:00,"60,66","8,25","3178,42",362,"390,146","10,3156","1,75","247,072","256,366","250,236","295,096","306,4","250,236","247,159","544,832","558,956","562,966","537,695","540,729","546,284","579,432","66,4","2,5"
2017-03-11 02:00:00,"60,66","8,25","3153,13","359,344","394,629","10,3143","1,75","247,797","250,587","250,411","295,096","306,4","250,247","247,269",564,"556,95","559,026","571,115","561,303","546,9","560,395","66,4","2,5"
2017-03-11 02:00:00,"60,66","8,25","3113,28","361,938","394,629","10,313","1,75","248,73","254,883","252,466","295,096","306,4","251,367","248,95","566,553","548,28","547,1","553,52","558,49","561,18","556,17","66,4","2,5"
2017-03-11 02:00:00,"60,66","8,25","3106,84","361,938","394,541","10,3117","1,75","248,665","255,146","252,433","295,096","306,4","251,4","249,016","564,376","546,411","545,078","553,578","557,333","559,248","551,619","66,4","2,5"
2017-03-11 02:00:00,"60,66","8,25","3068,55","361,481","393,472","10,3104","1,75","248,258","256,311","251,818","295,096","306,4","251,323","250,181","548,81","534,545","533,539","560,589","554,085","549,56","528,23","66,4","2,5"
2017-03-11 02:00:00,"60,66","8,25","3058,01","359,894","392,256","10,3091","1,75","248,203","253,685","248,994","295,096","306,4","249,631","254,498","531,719","528,595","533,727","606,525","571,406","556,532","541,085","66,4","2,5"
2017-03-11 02:00:00,"60,66","8,25","3049,12","365,143","403,184","10,3078","1,75","249,016","249,126","246,951","295,096","306,4","248,544","252,74","537,625","540,068","539,495","639,04","563,45","555,412","539,923","66,4","2,5"
2017-03-11 02:00:00,"60,66","8,25","3021,39","363,647","401,206","10,3065","1,75","249,225","246,973","248,335","295,096","306,4","248,994","247,643","535,823","563,971","551,339","558,924","565,598","555,888","562,494","66,4","2,5"
