date,% Iron Feed,% Silica Feed,Starch Flow,Amina Flow,Ore Pulp Flow,Ore Pulp pH,Ore Pulp Density,Flotation Column 01 Air Flow,Flotation Column 02 Air Flow,Flotation Column 03 Air Flow,Flotation Column 04 Air Flow,Flotation Column 05 Air Flow,Flotation Column 06 Air Flow,Flotation Column 07 Air Flow,Flotation Column 01 Level,Flotation Column 02 Level,Flotation Column 03 Level,Flotation Column 04 Level,Flotation Column 05 Level,Flotation Column 06 Level,Flotation Column 07 Level,% Iron Concentrate,% Silica Concentrate
2017-03-11 20:00:00,"59,66","9,09","2921,48","547,974","398,848","9,90584","1,76386","250,444","251,631","250,664","295,096","306,4","250,005","250,005","554,141","546,016","548,614","569,762","562,784","500,804","521,3","64,565","3,865"
2017-03-11 20:00:00,"59,66","9,09","2937,89","556,763","409,043","9,90478","1,76352","250,137","252,949","250,269","295,096","306,4","249,873","250,225","541,028","545,9","543,328","577,346","576,556","481,09","529,248","64,565","3,865"
2017-03-11 20:00:00,"59,66","9,09","2944,14","558,716","408,516","9,90372","1,76317","250,576","258,97","249,565","295,096","306,4","250,005","249,565","538,726","543,976","541,71","559,846","572,702","493,522","534,546","64,565","3,865"
2017-03-11 20:00:00,"59,66","9,09","2956,25","558,96","395,391","9,90266","1,76283","251,235","255,454","249,39","295,096","306,4","250,049","249,39","540,627","551,91","547,75","560,704","578,208","507,186","540,168","64,565","3,865"
2017-03-11 20:00:00,"59,66","9,09","2946,48","556,152","395,332","9,9016","1,76248","250,488","252,993","249,741","295,096","306,4","250,225","250,093","545,833","549,87","556,172","552,734","572,042","524,89","544,366","64,565","3,865"
2017-03-11 20:00:00,"59,66","9,09","2954,3","557,861","398,203","9,90054","1,76214","250,269","248,994","249,653","295,096","306,4","249,917","250,444","556,243","548,85","543,652","542,574","566,972","515,252","542,044","64,565","3,865"
2017-03-11 20:00:00,"59,66","9,09","2988,28","555,542","398,027","9,89948","1,76179","250,444","244,38","249,785","295,096","306,4","249,829","250,313","574,16","557,458","549,154","549,684","555,184","492,626","524,062","64,565","3,865"
2017-03-11 20:00:00,"59,66","9,09","3035,16","544,556","395,273","9,89841","1,76145","250,664","248,906","250,181","295,096","306,4","250,005","249,917","561,648","547,378","550,988","553,83","557,278","470,338","497,248","64,565","3,865"
2017-03-11 20:00:00,"59,66","9,09","3052,73","540,039","393,926","9,89735","1,7611","250,356","248,511","250,093","295,096","306,4","250,225","249,829","548,735","542,504","550,448","555,236","547,914","483,442","478,372","64,565","3,865"
2017-03-11 20:00:00,"59,66","9,09",3050,"558,594","394,688","9,89629","1,76076","250,62","247,368","249,697","295,096","306,4","250,093","250,181","546,533","547,49","554,228","558,278","552,766","505,282","477,708","64,565","3,865"
