date,% Iron Feed,% Silica Feed,Starch Flow,Amina Flow,Ore Pulp Flow,Ore Pulp pH,Ore Pulp Density,Flotation Column 01 Air Flow,Flotation Column 02 Air Flow,Flotation Column 03 Air Flow,Flotation Column 04 Air Flow,Flotation Column 05 Air Flow,Flotation Column 06 Air Flow,Flotation Column 07 Air Flow,Flotation Column 01 Level,Flotation Column 02 Level,Flotation Column 03 Level,Flotation Column 04 Level,Flotation Column 05 Level,Flotation Column 06 Level,Flotation Column 07 Level,% Iron Concentrate,% Silica Concentrate
2017-03-11 11:00:00,"59,89","8,98","2404,98","512,054","381,885","9,56955","1,75","249,741","247,874","248,862","295,096","306,4","254,323","249,51","574,185","269,3195","553,391","548,671","555,052","593,688","553,853","66,47","1,59"
2017-03-11 11:00:00,"59,89","8,98","2296,97","518,097","382,939","9,56967","1,75","248,104","251,455","248,555","295,096","306,4","247,939","247,632","569,305","269,4957297297","559,164","555,547","550,531","591,336","584,641","66,47","1,59"
2017-03-11 11:00:00,"59,89","8,98","2228,13","513,092","379,761","9,56979","1,75","248,379","254,707","251,005","295,096","306,4","244,852","249,686","562,274","269,6719594595","560,326","563,303","550,066","577,476","587,346","66,47","1,59"
2017-03-11 11:00:00,"59,89","8,98","2172,66","504,272","387,803","9,56991","1,75","249,653","255,344","252,565","295,096","306,4","249,675","252,938","549,111","269,8481891892","552,554","546,523","541,72","547,992","584,945","66,47","1,59"
2017-03-11 11:00:00,"59,89","8,98","2102,64","509,064","379,453","9,57002","1,75","250,291","253,246","252,345","295,096","306,4","253,455","251,444","529,442","270,0244189189","548,477","553,375","551,745","532,508","559,453","66,47","1,59"
2017-03-11 11:00:00,"59,89","8,98","2041,5","492,95","379,552","9,57014","1,75","249,884","251,125","249,95","295,096","306,4","250,939","250,137","531,093","270,2006486486","534,183","554,352","568,465","542,084","537,357","66,47","1,59"
2017-03-11 11:00:00,"59,89","8,98","1988,38","492,065","379,651","9,57026","1,75","249,027","249,598","246,742","295,096","306,4","245,533","251,774","549,261","270,3768783784","537,718","560,703","555,931","552,472","539,702","66,47","1,59"
2017-03-11 11:00:00,"59,89","8,98","1940,33","491,73","379,75","9,56902","1,75","248,368","249,236","247,588","295,096","306,4","246,962","250,532","565,201","270,5531081081","550,043","558,261","537,394","572,66","540,693","66,47","1,59"
2017-03-11 11:00:00,"59,89","8,98","1930,47","472,168","379,849","9,56666","1,75","247,83","246,083","249,291","295,096","306,4","251,4","248,467","575,186","270,7293378378","558,704","548,416","522,167","574,48","555,982","66,47","1,59"
2017-03-11 11:00:00,"59,89","8,98","1906,35","476,563","379,948","9,56431","1,75","246,786","247,126","249,148","295,096","306,4","250,389","248,796","571,683","270,9055675676","571,628","560,098","534,065","554,264","572,424","66,47","1,59"
2017-03-11 11:00:00,"59,89","8,98","1831,45","481,415","380,047","9,56196","1,75","246,94","255,081","251,125","295,096","306,4","247,906","248,181","550,637","271,0817972973","571,791","551,816","552,106","549,252","578,047","66,47","1,59"
2017-03-11 11:00:00,"59,89","8,98","1788,87","483,337","380,146","9,55961","1,75","248,115","253,4","253,268","295,096","306,4","246,687","249,972","536,098","271,258027027","561,622","534,199","558,331","542,308","571,81","66,47","1,59"
2017-03-11 11:00:00,"59,89","8,98","1754,88","490,967","380,245","9,55725","1,75","248,752","251,488","252,598","295,096","306,4","249,478","254,059","523,786","271,4342567568","551,825","531,289","558,164","536,82","549,716","66,47","1,59"
2017-03-11 11:00:00,"59,89","8,98","1726,37","483,765","380,344","9,5549","1,75","248,588","250,302","251,202","295,096","306,4","255,267","253,246","534,547","271,6104864865","541,354","539,802","561,548","536,568","538,433","66,47","1,59"
2017-03-11 11:00:00,"59,89","8,98","1703,13","481,781","380,443","9,55255","1,75","248,049","247,028","248,654","295,096","306,4","252,543","250,28","537,049","271,7867162162","530,133","562,38","563,422","539,536","537,134","66,47","1,59"
2017-03-11 11:00:00,"59,89","8,98","1682,32","489,807","380,542","9,55019","1,75","247,61","248,95","247,456","295,096","306,4","246,357","248,544","541,703","271,9629459459","529,084","563,141","564,638","549,056","543,148","66,47","1,59"
2017-03-11 11:00:00,"59,89","8,98","1687,21","483,49","380,641","9,54784","1,75","246,929","250,203","248,698","295,096","306,4","245,5","249,543","572,433","272,1391756757","539,419","546,031","550,893","563,812","554,352","66,47","1,59"
2017-03-11 11:00:00,"59,89","8,98","1699,8","484,467","380,74","9,54549","1,75","246,171","247,797","249,752","295,096","306,4","250,203","248,873","584,32","272,3154054054","551,721","532,068","536,405","573,92","565,112","66,47","1,59"
2017-03-11 11:00:00,"59,89","8,98","1711,52","478,577","380,839","9,54313","1,75","246,599","251,873","251,62","295,096","306,4","251,873","248,884","564,726","272,4916351351","553,553","540,213","550,755","565,324","566,819","66,47","1,59"
2017-03-11 11:00:00,"59,89","8,98","1725,39","472,504","380,938","9,54078","1,75","247,797","256,179","253,026","295,096","306,4","247,95","249,785","543,655","272,6678648649","556,815","547,83","545,932","551,716","567,591","66,47","1,59"
2017-03-11 11:00:00,"59,89","8,98","1741,02","486,145","381,037","9,53843","1,75","249,62","255,256","252,279","295,096","306,4","247,808","249,51","533,621","272,8440945946","554,547","555,31","531,143","532,698","569,25","66,47","1,59"
2017-03-11 11:00:00,"59,89","8,98","1771,68","485,321","381,136","9,53607","1,75","251,675","252,609","251,224","295,096","306,4","254,465","252,389","521,759","273,0203243243","545,161","596,466","530,097","543,031","564,422","66,47","1,59"
2017-03-11 11:00:00,"59,89","8,98","1800,68","486,969","381,235","9,53372","1,75","251,62","245,973","248,632","295,096","306,4","254,026","252,488","527,665","273,1965540541","542,25","584,633","547,725","560,872","551,07","66,47","1,59"
2017-03-11 11:00:00,"59,89","8,98","1808,59","494,385","381,334","9,53137","1,75","250,928","241,919","246,753","295,096","306,4","250,269","250,708","538,025","273,3727837838","542,25","553,52","562,35","560,62","542,38","66,47","1,59"
2017-03-11 11:00:00,"59,89","8,98","1816,11","486,392","381,433","9,52901","1,75","251,043","246,638","246,408","295,096","306,4","247,276","250,118","546,676","273,5490135135","546,488","549,628","553,403","572,06","543,244","66,47","1,59"
2017-03-11 11:00:00,"59,89","8,98","1835,16","488,892","381,532","9,52666","1,75","250,928","245,984","247,522","295,096","306,4","245,105","249,047","566,052","273,7252432432","547,645","536,715","542,795","575,18","544,585","66,47","1,59"
2017-03-11 11:00:00,"59,89","8,98","1843,55","492,554","381,631","9,52431","1,75","250,378","244,666","248,95","295,096","306,4","245,654","248,84","567,554","273,901472973","547,105","522,655","535,635","570,42","561,415","66,47","1,59"
2017-03-11 11:00:00,"59,89","8,98","1836,43","476,99","381,73","9,52195","1,75","250,378","250,269","250,598","295,096","306,4","246,973","250,708","554,041","274,0777027027","549,26","545,12","531,78","572,94","569,14","66,47","1,59"
2017-03-11 11:00:00,"59,89","8,98","1823,44","470,886","381,829","9,5196","1,75","251,038","251,587","252,795","295,096","306,4","247,632","250,598","544,281","274,2539324324","548,99","578,715","548,305","557,54","557,555","66,47","1,59"
2017-03-11 11:00:00,"59,89","8,98","1806,74","477,295","381,928","9,51725","1,75","252,356","252,356","252,795","295,096","306,4","246,753","252,136","532,269","274,4301621622","545,755","579,3","567,855","542,42","547,345","66,47","1,59"
2017-03-11 11:00:00,"59,89","8,98","1800,98","488,892","382,027","9,5149","1,75","253,455","253,455","251,587","295,096","306,4","248,73","252,246","538,525","274,6063918919","543,33","553,32","552,985","530,655","535,48","66,47","1,59"
2017-03-11 11:00:00,"59,89","8,98","1810,25","509,338","382,126","9,51254","1,75","253,235","250,049","249,28","295,096","306,4","253,015","249,829","542,529","274,7826216216","540,36","529,88","540,87","521,41","530,79","66,47","1,59"
2017-03-11 11:00:00,"59,89","8,98","1829,3","499,573","382,225","9,51019","1,75","252,576","247,083","245,764","295,096","306,4","254,773","249,939","542,279","274,9588513514","544,675","522,655","541,695","549,415","537,965","66,47","1,59"
2017-03-11 11:00:00,"59,89","8,98","1873,14","496,216","382,324","9,50784","1,75","251,807","249,06","246,423","295,096","306,4","252,026","248,73","554,041","275,1350810811","554,39","539,455","543,895","584,14","555,07","66,47","1,59"
2017-03-11 11:00:00,"59,89","8,98","1929,04","508,118","377,49","9,50548","1,75","251,038","251,038","248,95","295,096","306,4","248,621","248,511","562,048","275,3113108108","560,595","576,955","547,75","574,62","566,105","66,47","1,59"
2017-03-11 11:00:00,"59,89","8,98","1967,77","496,216","377,5635","9,50313","1,75","251,807","252,905","250,818","295,096","306,4","248,95","250,818","560,046","275,4875405405","561,135","576,365","544,995","547,46","571,345","66,47","1,59"
2017-03-11 11:00:00,"59,89","8,98","1988,28","501,404","377,637","9,50207","1,75","252,905","253,564","252,576","295,096","306,4","252,246","252,795","558,295","275,6637702703","563,295","559,175","544,445","541,02","568,035","66,47","1,59"
2017-03-11 11:00:00,"59,89","8,98","2002,93","509,338","378,7356176471","9,50231","1,75","253,125","250,159","252,466","295,096","306,4","250,818","251,257","554,291","275,84","557,09","562,695","538,94","542,7","561,14","66,47","1,59"
2017-03-11 11:00:00,"59,89","8,98","2013,67","501,099","379,8342352941","9,50254","1,75","253,564","250,598","252,026","295,096","306,4","247,192","250,488","552,039","315,775","543,6","581,25","535,085","519,735","544,31","66,47","1,59"
2017-03-11 11:00:00,"59,89","8,98","1997,07","496,521","380,9328529412","9,50278","1,75","253,564","248,071","250,488","295,096","306,4","246,973","251,147","556,042","323,135","533,615","578,32","558,495","515,815","533,55","66,47","1,59"
