date,% Iron Feed,% Silica Feed,Starch Flow,Amina Flow,Ore Pulp Flow,Ore Pulp pH,Ore Pulp Density,Flotation Column 01 Air Flow,Flotation Column 02 Air Flow,Flotation Column 03 Air Flow,Flotation Column 04 Air Flow,Flotation Column 05 Air Flow,Flotation Column 06 Air Flow,Flotation Column 07 Air Flow,Flotation Column 01 Level,Flotation Column 02 Level,Flotation Column 03 Level,Flotation Column 04 Level,Flotation Column 05 Level,Flotation Column 06 Level,Flotation Column 07 Level,% Iron Concentrate,% Silica Concentrate
2017-03-11 13:00:00,"59,89","8,98","3038,96","518,677","382,061","9,56908","1,75","251,422","250,071","249,708","295,096","306,4","256,729","249,884","535,573","758,8556875","544,788","547,011","537,945","503,799","511,869","66,41","1,82"
2017-03-11 13:00:00,"59,89","8,98","3057,62","462,433","404,81","9,56861","1,75","250,389","248,818","246,698","295,096","306,4","255,059","249,148","564,576","759,022140625","546,459","567,734","534,862","543,652","498,818","66,41","1,82"
2017-03-11 13:00:00,"59,89","8,98","3040,14","519,012","402,568","9,56814","1,75","249,565","248,137","247,764","295,096","306,4","249,17","250,433","549,336","759,18859375","558,865","588,399","523,269","564,26","490,043","66,41","1,82"
2017-03-11 13:00:00,"59,89","8,98","3043,36","514,496","410,376","9,56767","1,75","247,906","248,445","248,577","295,096","306,4","245,566","251,038","542,454","759,355046875","547,406","562,208","530,514","580,64","534,237","66,41","1,82"
2017-03-11 13:00:00,"59,89","8,98","3110,35","520,508","407,52","9,56719","1,75","247,072","248,104","249,313","295,096","306,4","246,511","249,5","542,704","759,5215","555,766","567,464","553,889","590,104","571,977","66,41","1,82"
2017-03-11 13:00:00,"59,89","8,98","3226,56","516,357","412,5","9,56672","1,75","247,632","248,291","251,367","295,096","306,4","247,632","251,367","546,533","759,687953125","558,97","606,64","559,04","576,3","586,52","66,41","1,82"
2017-03-11 13:00:00,"59,89","8,98","3233,59","518,463","411,138","9,56625","1,75","247,764","249,576","251,862","295,096","306,4","247,599","251,136","548,26","759,85440625","557,189","587,011","557,636","575,964","584,864","66,41","1,82"
2017-03-11 13:00:00,"59,89","8,98","3268,46","528,015","404,253","9,56578","1,75","248,577","257,058","254,301","295,096","306,4","246,984","250,225","558,044","760,020859375","547,586","486,854","547,449","568,684","572,915","66,41","1,82"
2017-03-11 13:00:00,"59,89","8,98","3237,3","515,224","408,357","9,56531","1,75","248,95","258,022","252,121","295,096","306,4","246,439","252,089","555,185","760,1873125","548,104","550,614","535,99","535,819","556,251","66,41","1,82"
2017-03-11 13:00:00,"59,89","8,98","3225,39","519,043","405,176","9,56484","1,75","248,862","255,894","251,038","295,096","306,4","257,629","249,587","539,226","760,353765625","534,744","555,742","542,079","522,755","542,873","66,41","1,82"
2017-03-11 13:00:00,"59,89","8,98","3249,9","516,724","410,537","9,56437","1,75","248,005","244,973","247,742","295,096","306,4","255,652","247,786","550,087","760,52021875","535,608","548,91","536,795","535,98","539,176","66,41","1,82"
2017-03-11 13:00:00,"59,89","8,98","3230,96","524,963","410,889","9,5639","1,75","247,324","243,171","245,149","295,096","306,4","246,27","250,928","551,989","760,686671875","540,845","560,98","569,345","546,284","553,58","66,41","1,82"
2017-03-11 13:00:00,"59,89","8,98","3186,23","520,935","407,9","9,56349","1,75","246,555","247,017","248,555","295,096","306,4","242,38","248,906","564,701","760,853125","557,683","562,969","565,601","551,828","542,322","66,41","1,82"
2017-03-11 13:00:00,"59,89","8,98","3167,38","529,114","415,137","9,56361","1,75003","246,753","250,708","249,148","295,096","306,4","247,456","248,687","560,797","761,019578125","561,022","514,841","544,94","583,3","563,566","66,41","1,82"
2017-03-11 13:00:00,"59,89","8,98","3162,89","526,917","402,773","9,56372","1,75038","246,841","245,896","251,257","295,096","306,4","255,498","250,203","554,091","761,18603125","564,478","524,258","542,741","576,58","578,574","66,41","1,82"
2017-03-11 13:00:00,"59,89","8,98","3155,41","512,756","409,834","9,56384","1,75072","247,742","256,135","254,07","295,096","306,4","252,62","249,675","553,34","761,352484375","560,213","574,606","547,532","537,323","560,586","66,41","1,82"
2017-03-11 13:00:00,"59,89","8,98","3146,68","518,86","406,787","9,56396","1,75107","248,708","256,663","252,642","295,096","306,4","247,852","250,466","543,28","761,5189375","555,848","553,047","531,505","523,65","547,726","66,41","1,82"
2017-03-11 13:00:00,"59,89","8,98","3115,04","518,372","406,377","9,56408","1,75141","248,555","249,302","251,873","295,096","306,4","246,819","251,895","548,485","761,685390625","547,694","577,775","555,246","520,347","519,369","66,41","1,82"
2017-03-11 13:00:00,"59,89","8,98","3125,39","509,827","413,701","9,5642","1,75176","248,862","251,938","248,137","295,096","306,4","255,344","248,818","534,872","761,85184375","553,849","554,105","505,121","538,164","503,593","66,41","1,82"
2017-03-11 13:00:00,"59,89","8,98","3077,34","517,761","405,996","9,56431","1,7521","247,983","246,731","245,149","295,096","306,4","254,773","249,587","540,477","762,018296875","562,533","553,003","540,209","558,94","530,516","66,41","1,82"
2017-03-11 13:00:00,"59,89","8,98","3095,31","524,414","406,406","9,56443","1,75245","247,126","242,974","248,445","295,096","306,4","247,676","249,302","561,698","762,18475","571,977","498,591","546,095","572,66","562,459","66,41","1,82"
2017-03-11 13:00:00,"59,89","8,98","3164,65","521,851","418,535","9,56455","1,75279","246,555","247,061","248,005","295,096","306,4","246,467","248,511","554,441","762,351203125","543,006","527,422","598,366","601,108","561,687","66,41","1,82"
2017-03-11 13:00:00,"59,89","8,98","3196,88","536,133","411,123","9,56467","1,75314","246,951","251,609","249,785","295,096","306,4","250,005","248,621","557,344","762,51765625","541,007","554,254","514,04","558,379","579,343","66,41","1,82"
2017-03-11 13:00:00,"59,89","8,98","3289,45","514,832","403,711","9,56479","1,75348","248,906","250,84","253,279","295,096","306,4","251,367","249,675","549,436","762,684109375","549,044","566,095","540,815","524,995","557,218","66,41","1,82"
2017-03-11 13:00:00,"59,89","8,98","3360,35","504,15","412,5","9,5649","1,75383","250,73","258,728","252,598","295,096","306,4","249,521","250,686","534,572","762,8505625","545,967","548,36","546,372","541,58","534,929","66,41","1,82"
2017-03-11 13:00:00,"59,89","8,98","3330,86","543,884","413,2325","9,56502","1,75417","252,993","248,379","251,675","295,096","306,4","250,774","253,894","530,067","763,017015625","535,123","543,98","559,264","536,764","519,15","66,41","1,82"
2017-03-11 13:00:00,"59,89","8,98","3302,73","650,513","413,965","9,56514","1,75452","253,564","252,378","250,005","295,096","306,4","251,125","249,258","524,412","763,18346875","529,462","574,259","586,085","540,908","534,819","66,41","1,82"
2017-03-11 13:00:00,"59,89","8,98","3298,24","611,572","414,6975","9,56526","1,75486","251,565","245,413","246,028","295,096","306,4","249,082","251,587","513,651","763,349921875","530,65","570,391","586,14","561,46","550,102","66,41","1,82"
2017-03-11 13:00:00,"59,89","8,98","3250,98","560,73","415,43","9,56537","1,75521","251,367","244,138","249,346","295,096","306,4","250,049","247,808","546,833","763,516375","529,893","534,1","577,167","580,053","586,405","66,41","1,82"
2017-03-11 13:00:00,"59,89","8,98","3190,82","498,23","390,967","9,56549","1,75555","251,257","252,136","248,906","295,096","306,4","248,137","249,346","551,088","763,682828125","546,946","546,759","531,61","627,269","598,986","66,41","1,82"
2017-03-11 13:00:00,"59,89","8,98","3197,27","496,643","401,924","9,56561","1,7559","250,51","251,697","248,906","295,096","306,4","249,082","249,236","565,151","763,84928125","564,532","526,876","527,87","564,26","583,759","66,41","1,82"
2017-03-11 13:00:00,"59,89","8,98","3144,73","506,287","401,7236818182","9,56573","1,75624","252,708","256,86","252,554","295,096","306,4","251,917","251,565","566,052","764,015734375","560,914","545,199","530,952","539,059","550,043","66,41","1,82"
2017-03-11 13:00:00,"59,89","8,98","3152,93","410,583","401,5233636364","9,56585","1,75659","252,949","257,344","253,191","295,096","306,4","249,214","249,5","565,201","764,1821875","561,614","528,904","539,162","515,138","513,024","66,41","1,82"
2017-03-11 13:00:00,"59,89","8,98","3213,87","413,086","401,3230454545","9,56596","1,75693","253,279","244,841","251,697","295,096","306,4","251,279","250,62","558,395","764,348640625","583,953","550,039","526,104","504,386","497,627","66,41","1,82"
2017-03-11 13:00:00,"59,89","8,98","3240,23","402,039","401,1227272727","9,56608","1,75728","252,708","252,708","250,334","295,096","306,4","248,84","251,433","565,602","764,51509375","569,546","549,531","544,01","509,034","501,603","66,41","1,82"
2017-03-11 13:00:00,"59,89","8,98","3241,99","411,194","400,9224090909","9,5662","1,75762","252,817","247,083","247,039","295,096","306,4","251,543","248,137","562,349","764,681546875","559,464","543,167","520,484","529,979","501,103","66,41","1,82"
2017-03-11 13:00:00,"59,89","8,98","3260,35","408,142","400,7220909091","9,56632","1,75797","251,96","248,049","247,676","295,096","306,4","249,104","248,577","567,554","764,848","572,839","556,407","548,52","586,38","539,729","66,41","1,82"
2017-03-11 13:00:00,"59,89","8,98","3283,2","395,508","400,5217727273","9,56643","1,75831","251,367","247,852","248,071","295,096","306,4","248,511","247,192","549,536","765,014453125","566,53","564,84","577,77","581,34","565,55","66,41","1,82"
2017-03-11 13:00:00,"59,89","8,98","3286,52","395,935","400,3214545455","9,56655","1,75866","251,257","247,874","248,159","295,096","306,4","248,643","247,566","551,638","765,18090625","565,936","562,34","576,173","578,372","567,757","66,41","1,82"
2017-03-11 13:00:00,"59,89","8,98","3318,75","396,973","400,1211363636","9,56667","1,759","250,466","248,95","249,368","295,096","306,4","249,631","250,642","568,104","765,347359375","559,889","546,168","565,545","551,828","587,234","66,41","1,82"
2017-03-11 13:00:00,"59,89","8,98","3337,11","372,131","399,9208181818","9,56679","1,75934","252,334","255,454","253,081","295,096","306,4","248,401","248,269","548,785","765,5138125","552,285","597,886","596,276","552,444","584,201","66,41","1,82"
2017-03-11 13:00:00,"59,89","8,98","3313,87","382,69","399,7205","9,56702","1,75969","253,125","244,05","252,642","295,096","306,4","253,015","250,466","568,054","765,680265625","541,871","549,257","571,217","545,164","586,901","66,41","1,82"
2017-03-11 13:00:00,"59,89","8,98","3315,43","441,284","399,5201818182","9,56832","1,76","253,081","255,059","252,136","295,096","306,4","250,071","253,85","519,207","765,84671875","550,342","537,581","587,406","553,844","575,756","66,41","1,82"
2017-03-11 13:00:00,"59,89","8,98","3212,5","422,546","399,3198636364","9,56961","1,76","252,598","252,268","250,664","295,096","306,4","250,291","250,181","524,812","766,013171875","526,438","556,446","593,353","563,811","577,854","66,41","1,82"
2017-03-11 13:00:00,"59,89","8,98","3157,81","397,522","399,1195454545","9,57091","1,76","251,565","248,467","246,643","295,096","306,4","250,576","247,896","523,26","766,179625","531,782","560,86","580,686","525,891","573,939","66,41","1,82"
2017-03-11 13:00:00,"59,89","8,98","3175,59","359,68","398,9192272727","9,5722","1,76","249,258","248,533","249,5","295,096","306,4","251,257","251,895","565,602","766,346078125","547,642","557,964","590,049","563,532","571,349","66,41","1,82"
2017-03-11 13:00:00,"59,89","8,98","3218,36","401,428","398,7189090909","9,57349","1,76","247,852","252,224","248,555","295,096","306,4","250,137","248,665","561,998","766,51253125","532,864","596,404","611,198","586,66","585,415","66,41","1,82"
2017-03-11 13:00:00,"59,89","8,98","3308,2","419,556","398,5185909091","9,57479","1,76","246,028","248,291","249,302","295,096","306,4","249,324","248,555",564,"766,678984375","531,028","548,398","565,871","599,316","598,765","66,41","1,82"
2017-03-11 13:00:00,"59,89","8,98","3358,59","449,585","398,3182727273","9,57608","1,76","247,544","250,576","252,664","295,096","306,4","252,532","252,466","545,532","766,8454375","531,406","534,449","570,001","553,396","580,06","66,41","1,82"
2017-03-11 13:00:00,"59,89","8,98","3367,58","451,843","398,1179545455","9,57738","1,76","248,752","253,081","254,224","295,096","306,4","251,235","248,972","543,28","767,011890625","526,6","539,92","544,996","542,868","534,212","66,41","1,82"
2017-03-11 13:00:00,"59,89","8,98","3346,88","443,176","397,9176363636","9,57867","1,76","248,95","250,73","252,092","295,096","306,4","252,004","252,642","522,96","767,17834375","531,945","552,576","544,395","531,163","510,545","66,41","1,82"
2017-03-11 13:00:00,"59,89","8,98","3283,59","451,355","397,7173181818","9,57997","1,76","248,862","250,488","250,334","295,096","306,4","251,521","248,489","523,711","767,344796875","537,983","564,293","520,761","509,707","510,871","66,41","1,82"
2017-03-11 13:00:00,"59,89","8,98","3253,71","478,138","397,517","9,58126","1,76","248,029","246,889","246,847","295,096","306,4","248,804","250,31","534,092","767,51125","553,913","556,678","557,415","570,22","503,856","66,41","1,82"
2017-03-11 13:00:00,"59,89","8,98","3262,89","550,079","395,9696","9,58255","1,76","247,621","250,269","245,786","295,096","306,4","247,632","250,576","530,818","767,677703125","561,887","562,986","551,604","567,172","538,021","66,41","1,82"
2017-03-11 13:00:00,"59,89","8,98","3201,37","552,856","394,4222","9,58385","1,76","247,368","250,28","248,379","295,096","306,4","251,686","248,071","545,908","767,84415625","556,279","534,242","536,819","594,92","570,327","66,41","1,82"
2017-03-11 13:00:00,"59,89","8,98","3195,7","550,507","392,8748","9,58514","1,76","246,588","250,247","250,137","295,096","306,4","249,379","248,071","543,68","768,010609375","566,422","517,698","552,63","575,124","566,301","66,41","1,82"
2017-03-11 13:00:00,"59,89","8,98","3288,67","549,866","391,3274","9,58644","1,76","247,643","245,841","251,884","295,096","306,4","249,28","248,126","545,707","768,1770625","564,262","534,867","523,183","551,1","559,452","66,41","1,82"
2017-03-11 13:00:00,"59,89","8,98","3303,32","542,175","389,78","9,58773","1,76","247,885","249,313","253,268","295,096","306,4","251,334","249,368","531,619","768,343515625","561,212","538,341","491,328","516,202","556,778","66,41","1,82"
2017-03-11 13:00:00,"59,89","8,98","3309,18","412,537","389,9891639344","9,58903","1,76","248,555","248,269","251,785","295,096","306,4","250,763","253,015","563,25","768,50996875","543,41","566,484","503,357","464,29","514,952","66,41","1,82"
2017-03-11 14:00:00,"59,89","8,98","3323,63","307,068","390,1983278689","9,59032","1,76","249,346","255,916","251,213","295,096","306,4","251,686","250,807","586,097","768,676421875","566,88","516,215","521,725","548,047","497,489","64,92","2,98"
2017-03-11 14:00:00,"59,89","8,98","3401,37","308,38","390,4074918033","9,59161","1,76","248,467","250,126","248,115","295,096","306,4","249,379","248,632","586,948","768,842875","596,747","520,838","493,914","523,902","505,992","64,92","2,98"
2017-03-11 14:00:00,"59,89","8,98","3354,3","311,279","390,6166557377","9,59291","1,76","247,599","243,468","244,962","295,096","306,4","249,225","250,84","594,63","769,009328125","648,162","537,968","512,34","562,132","537,629","64,92","2,98"
2017-03-11 14:00:00,"59,89","8,98","3332,42","311,188","390,8258196721","9,5942","1,76","246,94","247,577","248,5","295,096","306,4","250,214","249,104","605,366","769,17578125","651,914","533,378","517,102","589,18","532,692","64,92","2,98"
2017-03-11 14:00:00,"59,89","8,98","3390,16","309,448","391,0349836066","9,5955","1,76","246,379","242,809","248,434","295,096","306,4","249,269","248,027","610,37","769,342234375","663,381","564,019","569,43","556,924","558,076","64,92","2,98"
2017-03-11 14:00:00,"59,89","8,98","3402,14","309,54","391,244147541","9,59679","1,76","247,742","251,697","251,312","295,096","306,4","251,115","251,213","605,866","769,5086875","636,509","656,742","600,682","551,1","552,972","64,92","2,98"
2017-03-11 14:00:00,"59,89","8,98","3363,28","311,218","391,4533114754","9,59809","1,76","249,994","257,948","254,333","295,096","306,4","250,543","248,467","601,011","769,675140625","611,554","599,63","627,284","563,028","567,867","64,92","2,98"
2017-03-11 14:00:00,"59,89","8,98","3362,6","310,059","391,6624754098","9,59938","1,76","253,125","257,739","252,246","295,096","306,4","251,587","251,807","590,076","769,84159375","585,41","607,42","615,77","587,5","611,9","64,92","2,98"
2017-03-11 14:00:00,"59,89","8,98","3352,44","310,028","391,8716393443","9,60067","1,76","253,224","257,3","252,224","295,096","306,4","251,532","251,741","588,875","770,008046875","583,333","608,67","616,789","588,62","613,142","64,92","2,98"
2017-03-11 14:00:00,"59,89","8,98","3405,96","309,54","392,0808032787","9,60197","1,76","255,081","248,708","251,609","295,096","306,4","250,422","250,334","564,651","770,1745","541,792","631,424","636,674","608,388","635,792","64,92","2,98"
2017-03-11 14:00:00,"59,89","8,98","3400,49","311,157","392,2899672131","9,60326","1,76","254,608","244,512","247,698","295,096","306,4","249,115","247,676","538,225","770,340953125","501,187","611,074","646,62","581,116","618,163","64,92","2,98"
2017-03-11 14:00:00,"59,89","8,98","3399,32","309,265","392,4991311475","9,60448","1,76","253,531","252,037","245,006","295,096","306,4","248,115","252,499","541,428","770,50740625","478,608","585,289","647,253","609,593","622,713","64,92","2,98"
2017-03-11 14:00:00,"59,89","8,98","3339,36","318,39","392,708295082","9,60424","1,76002","252,894","252,004","249,324","295,096","306,4","249,005","248,906","529,467","770,673859375","458,782","611,058","658,546","624,526","639,048","64,92","2,98"
2017-03-11 14:00:00,"59,89","8,98","3293,46","336,731","392,9174590164","9,60401","1,76036","252,664","247,522","248,17","295,096","306,4","250,016","248,181","518,481","770,8403125","462,21","627,222","644,3","616,956","631,46","64,92","2,98"
2017-03-11 14:00:00,"59,89","8,98","3306,25","321,198","393,1266229508","9,60377","1,76071","252,29","249,796","250,236","295,096","306,4","249,565","250,137","508,021","771,006765625","469,383","609,183","641,191","655,942","647,102","64,92","2,98"
2017-03-11 14:00:00,"59,89","8,98","3376,37","312,439","393,3357868852","9,60354","1,76105","253,191","253,367","253,696","295,096","306,4","252,773","247,863","498,236","771,17321875","480,738","587,788","620,398","669,158","655,876","64,92","2,98"
2017-03-11 14:00:00,"59,89","8,98","3442,09","311,127","393,5449508197","9,6033","1,7614","254,454","253,872","252,015","295,096","306,4","250,313","252,081","485,098","771,339671875","512,326","531,266","592,419","677,726","648,9795","64,92","2,98"
