date,% Iron Feed,% Silica Feed,Starch Flow,Amina Flow,Ore Pulp Flow,Ore Pulp pH,Ore Pulp Density,Flotation Column 01 Air Flow,Flotation Column 02 Air Flow,Flotation Column 03 Air Flow,Flotation Column 04 Air Flow,Flotation Column 05 Air Flow,Flotation Column 06 Air Flow,Flotation Column 07 Air Flow,Flotation Column 01 Level,Flotation Column 02 Level,Flotation Column 03 Level,Flotation Column 04 Level,Flotation Column 05 Level,Flotation Column 06 Level,Flotation Column 07 Level,% Iron Concentrate,% Silica Concentrate
2017-03-11 11:00:00,"59,89","8,98","1677,73","604,004","412,3616875","9,48355","1,75","248,555","246,775","250,323","295,096","306,4","254,619","249,818","541,403","705,5906875","556,415","535,841","505,453","542,504","476,329","66,47","1,59"
2017-03-11 11:00:00,"59,89","8,98","1652,34","591,064","412,12275","9,48202","1,75","247,874","244,808","247,028","295,096","306,4","250,906","249,521","555,442","705,757140625","564,938","533,339","493,801","546,984","470,069","66,47","1,59"
2017-03-11 11:00:00,"59,89","8,98","1640,63","590,851","411,8838125","9,48049","1,75","247,137","247,83","246,896","295,096","306,4","247,346","251,082","574,085","705,92359375","573,783","541,309","504,02","548,076","501,08","66,47","1,59"
2017-03-11 11:00:00,"59,89","8,98","1636,63","594,147","411,644875","9,47896","1,75","246,434","249,203","249,543","295,096","306,4","247,137","250,521","578,69","706,090046875","574,08","548,614","512,94","555,076","530,459","66,47","1,59"
2017-03-11 11:00:00,"59,89","8,98","1637,79","588,715","411,4059375","9,47743","1,75","246,808","249,412","250,269","295,096","306,4","248,555","248,555","572,534","706,2565","572,622","538,941","517,927","569,944","525,163","66,47","1,59"
2017-03-11 11:00:00,"59,89","8,98","1643,75","570,679","411,167","9,4759","1,75","247,412","252,971","251,851","295,096","306,4","249,851","250,84","557,444","706,422953125","567,2","543,63","513,633","545,047","531,372","66,47","1,59"
2017-03-11 11:00:00,"59,89","8,98","1646,19","550,659","403,564","9,47437","1,75","248,796","253,872","252,894","295,096","306,4","250,84","252,246","542,029","706,58940625","561,049","563,319","516,193","514,555","553,305","66,47","1,59"
2017-03-11 11:00:00,"59,89","8,98","1632,52","536,56","390,22","9,47284","1,75","251,378","253,301","251,807","295,096","306,4","251,862","250,521","534,822","706,755859375","554,357","604,021","540,73","542,84","555,015","66,47","1,59"
2017-03-11 11:00:00,"59,89","8,98","1622,36","498,413","390,7607777778","9,47132","1,75","252,268","251,213","250,521","295,096","306,4","254,982","250,576","535,022","706,9223125","547,991","598,944","561,107","544,856","557,604","66,47","1,59"
2017-03-11 11:00:00,"59,89","8,98","1622,66","463,562","391,3015555556","9,46979","1,75","252,224","245,402","247,467","295,096","306,4","253,817","248,324","549,861","707,088765625","548,558","578,336","565,65","541,468","558,293","66,47","1,59"
2017-03-11 11:00:00,"59,89","8,98","1619,92","448,517","391,8423333333","9,46826","1,75","252,07","242,633","247,137","295,096","306,4","253,037","248,335","556,118","707,25521875","555,195","570,153","562,428","560,06","570,822","66,47","1,59"
2017-03-11 11:00:00,"59,89","8,98","1607,81","418,61","392,3831111111","9,46673","1,75","250,895","247,291","248,555","295,096","306,4","252,916","249,478","558,27","707,421671875","566,958","565,447","572,372","561,936","584,509","66,47","1,59"
2017-03-11 11:00:00,"59,89","8,98","1600,88","399,658","392,9238888889","9,4652","1,75","250,444","253,828","248,862","295,096","306,4","251,785","248,214","558,545","707,588125","579,178","552,516","573,23","560,228","583,571","66,47","1,59"
2017-03-11 11:00:00,"59,89","8,98","1598,54","384,003","393,4646666667","9,46494","1,75","251,521","254,872","251,312","295,096","306,4","253,608","249,829","565,752","707,754578125","588,083","538,141","555,767","580,92","601,641","66,47","1,59"
2017-03-11 11:00:00,"59,89","8,98","1604,88","377,716","394,0054444444","9,46623","1,75","252,444","252,499","252,729","295,096","306,4","254,949","251,257","572,759","707,92103125","578,723","536,659","562,954","578,008","585,884","66,47","1,59"
2017-03-11 11:00:00,"59,89","8,98","1613,96","371,521","394,5462222222","9,46753","1,75","253,279","250,038","252,246","295,096","306,4","252,246","251,038","557,719","708,087484375","561,346","554,354","572,127","542,672","541,135","66,47","1,59"
2017-03-11 11:00:00,"59,89","8,98","889,453","363,8","395,087","9,46882","1,75","253,411","250,038","251,158","295,096","306,4","247,258","251,158","545,632","708,2539375","548,773","551,209","585,841","533,74","511,95","66,47","1,59"
2017-03-11 11:00:00,"59,89","8,98","846,0936666667","354,614","395,6277777778","9,47011","1,75","252,587","248,599","247,555","295,096","306,4","245,006","249,137","544,857","708,420390625","537,768","551,833","580,693","522,648","502,182","66,47","1,59"
2017-03-11 11:00:00,"59,89","8,98","802,7343333333","351,471","396,1685555556","9,47141","1,75","251,971","246,5","246,456","295,096","306,4","247,083","248,291","545,507","708,58684375","543,19","557,692","573,588","530,01","543,867","66,47","1,59"
2017-03-11 12:00:00,"59,89","8,98","759,375","358,856","396,7093333333","9,4727","1,75","251,169","248,665","248,708","295,096","306,4","248,093","247,698","558,094","708,753296875","547,397","574,354","590,578","575,236","576,175","66,21","1,52"
2017-03-11 12:00:00,"59,89","8,98","716,0156666667","356,506","397,2501111111","9,474","1,75","250,73","249,884","248,555","295,096","306,4","246,566","249,346","571,608","708,91975","548,558","583,674","591,843","587,416","584,255","66,21","1,52"
2017-03-11 12:00:00,"59,89","8,98","672,6563333333","353,241","397,7908888889","9,47529","1,75","251,082","253,949","250,345","295,096","306,4","245,391","251,455","567,654","709,086203125","550,583","557,073","597,489","578,484","601,744","66,21","1,52"
2017-03-11 12:00:00,"59,89","8,98","629,297","364,594","398,3316666667","9,47659","1,75","252,103","254,718","253,323","295,096","306,4","247,258","251,477","539,226","709,25265625","553,31","547,384","588,402","589,544","614,438","66,21","1,52"
2017-03-11 12:00:00,"59,89","8,98","585,9376666667","379,73","398,8724444444","9,47788","1,75","252,466","249,994","252,773","295,096","306,4","251,125","252,29","522,635","709,419109375","545,84","559,669","569,152","579,408","590,825","66,21","1,52"
2017-03-11 12:00:00,"59,89","8,98","542,5783333333","388,794","399,4132222222","9,47917","1,75","252,466","249,39","251,807","295,096","306,4","253,784","251,807","518,506","709,5855625","533,08",550,"570,06","560,62","573,83","66,21","1,52"
2017-03-11 12:00:00,"59,89","8,98","499,219","377,258","399,954","9,48047","1,75","253,059","251,169","251,213","295,096","306,4","254,279","251,807","518,506","709,752015625","530,407","553,515","570,06","562,888","584,009","66,21","1,52"
2017-03-11 12:00:00,"59,89","8,98","1876,66","346,954","400,4947777778","9,48176","1,75","252,795","251,862","248,708","295,096","306,4","252,806","249,631","529,542","709,91846875","531,266","560,622","573,777","543,227","578,324","66,21","1,52"
2017-03-11 12:00:00,"59,89","8,98","3014,84","337,585","401,0355555556","9,48306","1,75","251,093","248,071","247,423","295,096","306,4","250,763","247,665","555,192","710,084921875","545,297","575,661","580,552","539,755","560,891","66,21","1,52"
2017-03-11 12:00:00,"59,89","8,98","3878,52","337,708","401,5763333333","9,48435","1,75","249,5","244,567","248,115","295,096","306,4","250,378","248,906","573,66","710,251375","557,977","545,547","567,17","554,404","552,008","66,21","1,52"
2017-03-11 12:00:00,"59,89","8,98","4589,06","317,047","402,1171111111","9,48565","1,75","247,896","247,687","248,423","295,096","306,4","249,071","248,796","576,262","710,417828125","568,307","524,453","540,788","546,62","534,347","66,21","1,52"
2017-03-11 12:00:00,"59,89","8,98","4415,43","311,218","402,6578888889","9,48694","1,75","247,808","255,498","250,675","295,096","306,4","250,928","249,95","568,43","710,58428125","580,826","559,746","524,677","562,468","550,792","66,21","1,52"
2017-03-11 12:00:00,"59,89","8,98","4091,31","311,615","403,1986666667","9,48823","1,75","248,785","254,048","253,235","295,096","306,4","253,444","250,565","550,963","710,750734375","578,935","517,835","527,373","544,852","548,668","66,21","1,52"
2017-03-11 12:00:00,"59,89","8,98","3735,74","316,772","403,7394444444","9,48953","1,75","249,489","250,708","253,257","295,096","306,4","251,982","249,796","534,421","710,9171875","570,818","509,374","547,227","517,294","525,191","66,21","1,52"
2017-03-11 12:00:00,"59,89","8,98",3471,"325,134","404,2802222222","9,49082","1,75","249,609","252,729","251,411","295,096","306,4","252,323","250,181","526,414","711,083640625","564,991","558,496","548,521","516,874","544,53","66,21","1,52"
2017-03-11 12:00:00,"59,89","8,98","3300,39","323,303","404,821","9,49212","1,75","249,412","250,763","249,346","295,096","306,4","252,828","250,313","533,045","711,25009375","556,518","575,16","547,034","540,679","555,893","66,21","1,52"
2017-03-11 12:00:00,"59,89","8,98","3182,23","319,153","405,3617777778","9,49341","1,75","248,379","248,06","246,324","295,096","306,4","248,961","250,466","555,317","711,416546875","549,665","576,835","551,385","561,208","555,731","66,21","1,52"
2017-03-11 12:00:00,"59,89","8,98","3047,17","316,528","405,9025555556","9,49471","1,75","247,412","246,775","246,379","295,096","306,4","248,818","247,994","573,259","711,583","549,881","572,088","551,028","577,112","589,749","66,21","1,52"
2017-03-11 12:00:00,"59,89","8,98","2921,29","311,127","406,4433333333","9,496","1,75","246,72","248,313","248,467","295,096","306,4","250,269","248,423","574,861","711,749453125","556,573","575,196","544,639","607,464","610,522","66,21","1,52"
2017-03-11 12:00:00,"59,89","8,98","2835,16","310,272","406,9841111111","9,49729","1,75","246,665","251,477","250,829","295,096","306,4","251,455","248,5","571,232","711,91590625","563,668","562,247","550,091","587,388","597,694","66,21","1,52"
2017-03-11 12:00:00,"59,89","8,98","2811,33","309,906","407,5248888889","9,49859","1,75","247,928","253,081","253,323","295,096","306,4","252,806","249,192","569,005","712,082359375","560,109","531,975","565,265","570,532","593,388","66,21","1,52"
2017-03-11 12:00:00,"59,89","8,98","2849,71","309,601","408,0656666667","9,49988","1,75","248,588","253,169","253,179","295,096","306,4","252,092","250,873","549,761","712,2488125","551,636","527,541","562,213","548,547","569,854","66,21","1,52"
